Project,commit,Lines Added in Fixed Version,Lines Deleted in Fixed Version,Hunks in Fixed Version,project,codeLink,CWE ID,CVE ID,vulnerability_fixed_again_in_version,Prompt File,Reasoning,future_commit_id
linux,a2ae4cc9a16e211c8a128ba10d22a85431f093ab,1.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/a2ae4cc9a16e211c8a128ba10d22a85431f093ab,CWE-399,CVE-2010-4250,v4,4864_linux_linux_a2ae4cc9a16e211c8a128ba10d22a85431f093ab_inotify_user.c_changes_v3_v4.txt.txt,"The candidate commit is clearly fixing a vulnerability (double free of struct user) that was directly introduced by the previous fix commit (a2ae4cc9a16e). The previous fix added fsnotify_put_group(group) to prevent a memory leak, but didn't properly handle the lifecycle of the user struct, leading to a double free vulnerability. This happened because the user reference was being dropped both explicitly (free_uid(user)) and implicitly when cleaning up the group. The candidate commit fixes this by ensuring the user struct's lifetime is tied directly to the group's lifetime, removing explicit user reference handling, and managing the user reference count properly within inotify_new_group. The commit message explicitly states this is a regression from the previous fix, and the code changes show a complete restructuring of the user reference handling to prevent the double free condition.",d0de4dc584ec6aa3b26fffea320a8457827768fc
linux,a2f18db0c68fec96631c10cad9384c196e9008ac,9.0,5.0,2.0,linux,https://github.com/torvalds/linux/commit/a2f18db0c68fec96631c10cad9384c196e9008ac,CWE-19,CVE-2015-1573,v154,4872_linux_linux_a2f18db0c68fec96631c10cad9384c196e9008ac_nf_tables_api.c_changes_v153_v154.txt.txt,"The previous fix (linux_a2f18db0c68fec96631c10cad9384c196e9008ac) attempted to address chain dependencies during ruleset flush by reordering the deletion sequence (rules -> sets -> chains). However, this fix introduced a new vulnerability where chain deletion could leave dangling references if rules or elements from other chains were still referencing the chain being deleted. The future candidate commit specifically addresses this by adding proper reference counting and recursive deletion checks. It introduces the NLM_F_NONREC flag to handle chain deletion more safely and prevents deletion when there are remaining references, fixing the potential use-after-free vulnerability that was inadvertently introduced by the previous fix's incomplete reference handling. The commit message and code changes clearly show this is addressing a security concern that emerged from the previous fix's approach to chain deletion.",9dee1474121550b20542321f9e0579801c6b587c
linux,a50829479f58416a013a4ccca791336af3c584c7,10.0,7.0,2.0,linux,https://github.com/torvalds/linux/commit/a50829479f58416a013a4ccca791336af3c584c7,CWE-125,CVE-2017-16643,v3,4946_linux_linux_a50829479f58416a013a4ccca791336af3c584c7_gtco.c_changes_v2_v3.txt.txt,"The previous fix addressed a buffer overflow vulnerability by adding bounds checking for the data size when reading HID report fields. However, that fix unintentionally overlooked the collection indentation tracking mechanism. When adding indentation characters for debug output, the previous code used an unchecked array 'indentstr[10]' and blindly incremented/decremented the indent level without bounds checking. This meant that a maliciously crafted HID report with deeply nested collections could cause a buffer overflow by writing beyond the indentstr array bounds. The candidate commit fixes this by: 1) Defining a clear MAX_COLLECTION_LEVELS limit, 2) Properly sizing the indentstr array, 3) Adding bounds checking before incrementing the collection level, and 4) Adding underflow checking when decrementing the level. This vulnerability could only be exploited when CONFIG_DYNAMIC_DEBUG is enabled, but it's clearly a security issue introduced by focusing only on the data parsing bounds in the previous fix while leaving the debug formatting mechanism unsafe.",2a017fd82c5402b3c8df5e3d6e5165d9e6147dc1
linux,a5ec6ae161d72f01411169a938fa5f8baea16e8f,5.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/a5ec6ae161d72f01411169a938fa5f8baea16e8f,CWE-119,CVE-2017-17856,v418,4954_linux_linux_a5ec6ae161d72f01411169a938fa5f8baea16e8f_verifier.c_changes_v417_v418.txt.txt,"The previous fix (linux_a5ec6ae161d72f01411169a938fa5f8baea16e8f) enforced strict alignment checks for stack pointers by setting strict=true for PTR_TO_STACK. However, this fix introduced an issue with register truncation handling for mod32 operations when dealing with zero src values. Specifically, when a mod32 operation was performed with a known src register of 0, the dst register was incorrectly 32-bit truncated in the verifier, leading to a mismatch between verifier analysis and runtime behavior. This mismatch could potentially be exploited since the verifier would make incorrect assumptions about register values. The candidate commit fixes this vulnerability by correctly handling the truncation behavior and adding runtime truncation to match what the verifier expected, showing this was a security-relevant issue introduced by the previous alignment enforcement changes.",9b00f1b78809309163dda2d044d9e94a3c0248a3
linux,a6e544b0a88b53114bfa5a57e21b7be7a8dfc9d0,27.0,28.0,16.0,linux,https://github.com/torvalds/linux/commit/a6e544b0a88b53114bfa5a57e21b7be7a8dfc9d0,CWE-20,CVE-2017-13715,v24,4964_linux_linux_a6e544b0a88b53114bfa5a57e21b7be7a8dfc9d0_flow_dissector.c_changes_v23_v24.txt.txt,"The previous fix (linux_a6e544b0a88b) modified the flow dissector to ensure protocol values are always set in key_control by using goto statements instead of immediate returns. However, this change introduced a vulnerability where flow_keys could be used uninitialized in __skb_get_hash. The original code assumed parameters would be evaluated left-to-right, but C standard doesn't guarantee parameter evaluation order. This means flow_keys_have_l4(&keys) could be called before ___skb_get_hash initializes the keys structure, leading to use of uninitialized memory. The candidate commit fixes this by separating the hash calculation and the flow_keys_have_l4 check into two separate steps, ensuring the keys structure is properly initialized before use. This is a clear case where the previous fix's changes to control flow introduced a new security vulnerability that needed to be fixed.",635c223cfa05af9523146b2f37e119d945f449ae
linux,a8b33654b1e3b0c74d4a1fed041c9aae50b3c427,9.0,6.0,4.0,linux,https://github.com/torvalds/linux/commit/a8b33654b1e3b0c74d4a1fed041c9aae50b3c427,CWE-200,CVE-2013-4516,v3,4971_linux_linux_a8b33654b1e3b0c74d4a1fed041c9aae50b3c427_sb_pci_mp.c_changes_v2_v3.txt.txt,"The candidate commit appears to be fixing a vulnerability introduced by the previous fix. In the previous fix, the code was modified to directly access info->tty->termios and info->tty->flags without checking if info->tty is NULL first. This could lead to a NULL pointer dereference vulnerability. The candidate commit reintroduces the NULL pointer checks ('if (info->tty)') before accessing the tty structure members, which prevents potential crashes or security issues from NULL pointer dereferences. This shows that while the previous fix addressed an information leak vulnerability (by initializing icount), it inadvertently introduced a NULL pointer dereference vulnerability by removing necessary NULL checks, which is now being fixed in the candidate commit.",0b1e73ed225d8f7aeef96b74147215ca8b990dce
linux,acff81ec2c79492b180fade3c2894425cd35a545,4.0,27.0,2.0,linux,https://github.com/torvalds/linux/commit/acff81ec2c79492b180fade3c2894425cd35a545,CWE-264,CVE-2015-8660,v39,5000_linux_linux_acff81ec2c79492b180fade3c2894425cd35a545_inode.c_changes_v38_v39.txt.txt,"The previous fix (linux_acff81ec2c) modified permission checking for setattr in overlayfs by changing how metadata operations are handled during copy-up. However, this fix inadvertently created a security vulnerability because it performed vfs_getattr() operations using the task's credentials instead of the filesystem mounter's credentials. This meant that permission checks could be bypassed in certain scenarios since the operation was being performed with potentially insufficient privileges. The future candidate commit explicitly fixes this security issue by ensuring that vfs_getattr() operations are performed with the correct credentials (mounter's credentials) by calling ovl_override_creds() earlier in the process. This change ensures proper privilege checking throughout the entire copy-up operation, closing the security hole that was inadvertently introduced by the previous fix's credential handling.",8eac98b8beb4711c4ab61822cac077fd6660e820
linux,adee11b2085bee90bd8f4f52123ffb07882d6256,9.0,1.0,2.0,linux,https://github.com/torvalds/linux/commit/adee11b2085bee90bd8f4f52123ffb07882d6256,CWE-119,CVE-2012-3400,v6,5005_linux_linux_adee11b2085bee90bd8f4f52123ffb07882d6256_super.c_changes_v5_v6.txt.txt,"The previous fix (linux_adee11b2085bee90bd8f4f52154ffb07882d6256) attempted to prevent buffer overrun by checking if 'sizeof(*lvd) + table_len > sb->s_blocksize'. However, this check itself introduced a new vulnerability: on 32-bit systems, when table_len is close to UINT_MAX, the addition operation 'sizeof(*lvd) + table_len' could overflow, making the check pass even when the actual total size would exceed the buffer. The future commit fixes this by rewriting the check as 'table_len > sb->s_blocksize - sizeof(*lvd)', which prevents the integer overflow vulnerability. This is a clear case where a security fix introduced a new security vulnerability (integer overflow) that was later fixed.",57b9655d01ef057a523e810d29c37ac09b80eead
linux,af368027a49a751d6ff4ee9e3f9961f35bb4fede,19.0,13.0,8.0,linux,https://github.com/torvalds/linux/commit/af368027a49a751d6ff4ee9e3f9961f35bb4fede,CWE-362,CVE-2016-2546,v24,5007_linux_linux_af368027a49a751d6ff4ee9e3f9961f35bb4fede_timer.c_changes_v23_v24.txt.txt,"The previous fix (af368027) introduced a race condition vulnerability while trying to fix another race condition. The original fix added an ioctl_lock to protect ioctl operations, but failed to protect read operations that access the same shared resources (queue/tqueue). This created a new race condition where read() could access queue/tqueue while they're being modified or freed by concurrent ioctl operations, potentially leading to NULL pointer dereferences or use-after-free vulnerabilities. The candidate commit explicitly fixes this new vulnerability by adding mutex_lock/unlock around the read access to these shared resources, ensuring proper synchronization between read() and ioctl() operations. The bug report in the candidate commit clearly demonstrates the NULL pointer dereference that was introduced as a consequence of the previous fix's incomplete synchronization.",11749e086b2766cccf6217a527ef5c5604ba069c
linux,b22f5126a24b3b2f15448c3f2a254fc10cbc2b92,3.0,3.0,3.0,linux,https://github.com/torvalds/linux/commit/b22f5126a24b3b2f15448c3f2a254fc10cbc2b92,CWE-20,CVE-2014-2523,v49,5020_linux_linux_b22f5126a24b3b2f15448c3f2a254fc10cbc2b92_nf_conntrack_proto_dccp.c_changes_v48_v49.txt.txt,"The previous fix (b22f5126) corrected the improper usage of skb_header_pointer() by changing the buffer parameter from &dh to &_dh to prevent potential stack memory corruption. However, this fix was incomplete and introduced a new vulnerability: it only copied the basic DCCP header into the stack buffer (_dh) but then proceeded to access extended header fields that lay beyond the copied region (as indicated by dccp_ack_seq() reading past the _dh buffer). This resulted in a stack-out-of-bounds read vulnerability, which was detected by KASAN. The future commit fixes this new vulnerability by properly allocating a larger stack buffer (nf_conntrack_dccp_buf) that can accommodate the entire DCCP header including extended fields and sequence numbers, and implementing proper header validation before accessing these fields.",ff0a3a7d52ff7282dbd183e7fc29a1fe386b0c30
linux,b4a1b4f5047e4f54e194681125c74c0aa64d637d,19.0,55.0,11.0,linux,https://github.com/torvalds/linux/commit/b4a1b4f5047e4f54e194681125c74c0aa64d637d,CWE-362,CVE-2015-7550,v44,5030_linux_linux_b4a1b4f5047e4f54e194681125c74c0aa64d637d_keyctl.c_changes_v43_v44.txt.txt,"The previous fix (linux_b4a1b4f5047e) attempted to fix a race condition between keyctl_read() and keyctl_revoke() by moving the key validation check after taking the semaphore. However, this fix introduced a new security vulnerability - a potential deadlock scenario. The lock ordering issue occurs because the key semaphore is held while writing to userspace memory, which can trigger page faults and require taking the mmap_sem lock. This creates a circular lock dependency that could result in a system deadlock. The future commit fixes this by changing how data is copied to userspace - first copying to a kernel buffer while holding the key semaphore, then copying to userspace after releasing the semaphore. This eliminates the deadlock vulnerability that was inadvertently introduced by the previous fix's lock ordering change.",d3ec10aa95819bff18a0d936b18884c7816d0914
linux,b5a663aa426f4884c71cd8580adae73f33570f0d,15.0,5.0,4.0,linux,https://github.com/torvalds/linux/commit/b5a663aa426f4884c71cd8580adae73f33570f0d,CWE-20,CVE-2016-2548,v10,5040_linux_linux_b5a663aa426f4884c71cd8580adae73f33570f0d_timer.c_changes_v9_v10.txt.txt,"The previous fix (linux_b5a663aa426f4884c71cd8580adae73f33570f0d) addressed race conditions in the ALSA timer slave list handling by adding locking mechanisms. However, it introduced a new race condition vulnerability: while it added proper locking in most places, it missed adding timer->lock protection in the timer stop path for slave timers. This oversight created a potential race between the timer stop operation and interrupt handling, which could lead to list corruption. The future candidate commit specifically fixes this new race condition by adding timer->lock protection in snd_timer_stop() when dealing with slave timers that are assigned to a master. The bug was discovered through syzkaller fuzzing and the commit message explicitly mentions this race condition was a result of incomplete locking in the stop path. This is a clear case where the previous fix's incomplete locking strategy introduced a new vulnerability that needed to be fixed by the candidate commit.",ed8b1d6d2c741ab26d60d499d7fbb7ac801f0f51
linux,b71812168571fa55e44cdd0254471331b9c4c4c6,12.0,1.0,2.0,linux,https://github.com/torvalds/linux/commit/b71812168571fa55e44cdd0254471331b9c4c4c6,CWE-787,CVE-2018-1068,v4,5060_linux_linux_b71812168571fa55e44cdd0254471331b9c4c4c6_ebtables.c_changes_v3_v4.txt.txt,"The previous fix (b71812168571fa) introduced a vulnerability by implementing a strict check that rejects rules where offsets[i] >= *total. This caused legitimate rules to be erroneously rejected, specifically the last rule in an ebtables ruleset where the next_entry offset should legitimately equal the total size. The candidate commit fixes this by changing the check to offsets[i] > *total and adding a special case that allows the last offset (i < 3) to equal the total size. This shows that the original fix was overly restrictive and introduced a vulnerability where valid configurations were incorrectly blocked, which could impact system security by preventing legitimate firewall rules from being applied. The candidate commit directly references the previous fix in its 'Fixes:' line, confirming this relationship.",932909d9b28d27e807ff8eecb68c7748f6701628
linux,b799207e1e1816b09e7a5920fbb2d5fcf6edd681,284.0,623.0,76.0,linux,https://github.com/torvalds/linux/commit/b799207e1e1816b09e7a5920fbb2d5fcf6edd681,CWE-125,CVE-2018-18445,v6,5302_linux_linux_b799207e1e1816b09e7a5920fbb2d5fcf6edd681_verifier.c_changes_v5_v6.txt.txt,"The previous fix (linux_b799207e1e1816b09e7a5920fbb2d5fcf6edd681) attempted to fix 32-bit ALU operation verification by only truncating the output to 32 bits after the operation. However, this fix was incomplete and introduced a security vulnerability specifically for 32-bit right shift (RSH) operations. The vulnerability exists because right shifts can propagate information towards the least significant bits, meaning truncating only the output is insufficient - the inputs must also be truncated. The future candidate commit specifically addresses this by adding input truncation with coerce_reg_to_size() calls before the RSH operation. This is a clear case where the previous fix's incomplete handling of 32-bit operations created a security hole that needed to be patched.",071a234ad744ab9a1e9c948874d5f646a2964734
linux,b90cd6f2b905905fb42671009dc0e27c310a16ae,4.0,5.0,1.0,linux,https://github.com/torvalds/linux/commit/b90cd6f2b905905fb42671009dc0e27c310a16ae,CWE-416,CVE-2018-20836,v31,5433_linux_linux_b90cd6f2b905905fb42671009dc0e27c310a16ae_sas_expander.c_changes_v30_v31.txt.txt,"The previous fix (linux_b90cd6f2b905) attempted to fix a race condition in smp task timeout handling by moving the complete() call inside a critical section. However, this fix inadvertently created a new use-after-free vulnerability. The issue arises because del_timer() was used, which doesn't guarantee that the timer callback isn't already running. This means the timer handler could still be executing even after del_timer() returns, leading to a scenario where the task structure is freed while the timer handler is still accessing it. The candidate commit fixes this specific vulnerability by replacing del_timer() with del_timer_sync(), which ensures that any pending timer handler has completed before returning. This synchronous deletion prevents the use-after-free condition that was introduced by the previous fix's incomplete handling of timer deletion.",46ba53c30666717cb06c2b3c5d896301cd00d0c0
linux,b92946e2919134ebe2a4083e4302236295ea2a73,21.0,4.0,3.0,linux,https://github.com/torvalds/linux/commit/b92946e2919134ebe2a4083e4302236295ea2a73,CWE-119,CVE-2012-2119,v21,5439_linux_linux_b92946e2919134ebe2a4083e4302236295ea2a73_macvtap.c_changes_v20_v21.txt.txt,"The previous fix commit (linux_b92946e2919134ebe2a4083e4302236295ea2a73) introduced a bug in the error recovery path when handling user pages in macvtap zero copy mode. When get_user_pages_fast() partially fails, the code used the wrong index (i) instead of (i + j) when freeing the pages, which could lead to double-free errors - a serious security vulnerability. The future candidate commit specifically fixes this issue by correctly using (i + j) as the index when freeing pages in the error path. This shows that while the previous fix added important validation logic for vectors, it inadvertently introduced a new security vulnerability in the error handling code that could be exploited for double-free attacks. The second commit directly addresses and fixes this newly introduced vulnerability.",4c7ab054ab4f5d63625508ed6f8a607184cae7c2
linux,b98b0bc8c431e3ceb4b26b0dfc8db509518fb290,91.0,127.0,7.0,linux,https://github.com/torvalds/linux/commit/b98b0bc8c431e3ceb4b26b0dfc8db509518fb290,CWE-119,CVE-2016-9793,v126,5457_linux_linux_b98b0bc8c431e3ceb4b26b0dfc8db509518fb290_sock.c_changes_v125_v126.txt.txt,"The previous fix changed 'sk_sndbuf' and 'sk_rcvbuf' type from u32 to int to prevent signed integer overflows from negative values. However, this fix inadvertently introduced a new vulnerability in __sk_mem_raise_allocated() where the 'alloc' variable could overflow due to being an int type when dealing with many active TCP sockets or fat TCP sockets. The future candidate commit fixes this by changing 'alloc' to u64 type to prevent the overflow condition that could let sockets increase their memory share instead of decreasing it when they should be constrained. This is a clear case where the previous fix's change to signed integers created a new overflow vulnerability in a different part of the memory allocation logic.",5bf325a53202b8728cf7013b72688c46071e212e
linux,b9a41d21dceadf8104812626ef85dc56ee8a60ed,8.0,4.0,1.0,linux,https://github.com/torvalds/linux/commit/b9a41d21dceadf8104812626ef85dc56ee8a60ed,CWE-362,CVE-2017-18203,v4,5517_linux_linux_b9a41d21dceadf8104812626ef85dc56ee8a60ed_dm.c_changes_v3_v4.txt.txt,"The previous fix (linux_b9a41d21) added a spin_lock to protect against a race condition in dm_get_from_kobject(), ensuring atomic checking of flags and dm_get(). However, this fix introduced a potential deadlock scenario. The future commit removes the spin_lock protection, reverting back to the original pattern but with improved code organization. This suggests that the spin_lock protection introduced in the previous fix was problematic and could cause deadlocks when interacting with other locking mechanisms in the device mapper code. The fact that the code was reverted to a pattern similar to the original (pre-fix) version, while maintaining proper reference counting elsewhere in the codebase, indicates that the previous fix's approach of using spin_lock created a new vulnerability that needed to be addressed.",e2c5923c349c1738fe8fda980874d93f6fb2e5b6
linux,bc3aae2bbac46dd894c89db5d5e98f7f0ef9e205,14.0,14.0,7.0,linux,https://github.com/torvalds/linux/commit/bc3aae2bbac46dd894c89db5d5e98f7f0ef9e205,CWE-476,CVE-2017-13686,v84,5564_linux_linux_bc3aae2bbac46dd894c89db5d5e98f7f0ef9e205_route.c_changes_v83_v84.txt.txt,"The previous fix (bc3aae2) added a check for res->fi being NULL when RTM_F_FIB_MATCH is set, but in doing so, it did not properly handle other sanity checks. The later commit identifies that this opened up a vulnerability where RAW sockets going through a tunnel could call ipv4_link_failure() with corrupted data in the skb or arbitrary lengths, leading to stack buffer overflows. Specifically, the previous fix focused on checking res->fi but failed to validate the network header before accessing it in ipv4_link_failure(), leading to potential out-of-bounds memory access. The candidate commit fixes this by adding proper header validation checks before accessing the network header data and IPv4 header fields, demonstrating that the previous fix introduced a new security issue while fixing the original NULL pointer dereference.",20ff83f10f113c88d0bb74589389b05250994c16
linux,bf911e985d6bbaa328c20c3e05f4eb03de11fdd6,6.0,6.0,2.0,linux,https://github.com/torvalds/linux/commit/bf911e985d6bbaa328c20c3e05f4eb03de11fdd6,CWE-125,CVE-2016-9555,v92,5574_linux_linux_bf911e985d6bbaa328c20c3e05f4eb03de11fdd6_sm_statefuns.c_changes_v91_v92.txt.txt,"The previous fix moved the chunk length validation check earlier in the code to prevent buffer overflow in sctp_sf_ootb(). However, this fix inadvertently created a new vulnerability because in specific functions (sctp_sf_do_5_1B_init, sctp_sf_do_5_2_2_dupinit, and sctp_sf_do_9_2_reshutack), the code was still accessing the init_tag from init_hdr in sctp_ootb_pkt_new() before validating the chunk length. This means that when generating an abort packet in response to invalid packets, the code could access memory beyond the chunk boundaries. The candidate commit fixes this by ensuring chunk length validation happens before any operations that might access the chunk data, particularly before sending abort messages. This is a clear case where the previous fix's reorganization of validation checks led to a new security issue in related code paths.",eae5783908042a762c24e1bd11876edb91d314b1
linux,c27a3e4d667fdcad3db7b104f75659478e0c68d8,31.0,37.0,10.0,linux,https://github.com/torvalds/linux/commit/c27a3e4d667fdcad3db7b104f75659478e0c68d8,CWE-399,CVE-2014-6418,v23,5592_linux_linux_c27a3e4d667fdcad3db7b104f75659478e0c68d8_auth_x.c_changes_v22_v23.txt.txt,"The previous fix (c27a3e4) addressed a buffer overflow issue by dynamically allocating memory instead of using a fixed buffer size. However, it introduced a potential memory leak in process_one_ticket() when errors occur after new_session_key is populated. The candidate commit fixes this vulnerability by: 1) Initializing new_session_key to zero to prevent uninitialized memory usage 2) Adding proper cleanup of the crypto key in error paths by calling ceph_crypto_key_destroy() when errors occur. Without this cleanup, sensitive cryptographic material could remain in memory and potentially be exposed. This is a classic case where fixing one security issue (buffer overflow) inadvertently created another (memory leak of sensitive crypto data).",b51456a6096ebf9f4ceb2cc7e176b471d4b70af0
linux,c300aa64ddf57d9c5d9c898a64b36877345dd4a9,5.0,0.0,1.0,linux,https://github.com/torvalds/linux/commit/c300aa64ddf57d9c5d9c898a64b36877345dd4a9,CWE-119,CVE-2013-1796,v1683,5667_linux_linux_c300aa64ddf57d9c5d9c898a64b36877345dd4a9_x86.c_changes_v1682_v1683.txt.txt,"The previous fix in 2013 addressed a buffer overflow vulnerability in MSR_KVM_SYSTEM_TIME handling by adding a check that the guest-provided time_offset is 32-byte aligned. However, this fix introduced a new security vulnerability: It used kmap_atomic() and memcpy() to write to guest pages, which could lead to race conditions and memory corruption if the pages are swapped or become invalid between the map and write operations. The candidate commit replaces this unsafe mechanism with a new gfn_to_pfn_cache system that properly handles page references and includes locking mechanisms to prevent concurrent access. The commit message suggests this was part of a cleanup effort, but the code changes show it's addressing a real security concern around safe memory access and proper page reference counting that was introduced by the original 2013 fix's use of kmap_atomic(). The changes in kvm_setup_guest_pvclock() show a complete rework of the page access mechanism to be race-free.",a925128092d8dd5c2ea8644e1dddd510b7ebc9c7
linux,c40f7d74c741a907cfaeb73a7697081881c497d0,9.0,34.0,6.0,linux,https://github.com/torvalds/linux/commit/c40f7d74c741a907cfaeb73a7697081881c497d0,CWE-400,CVE-2018-20784,v297,5837_linux_linux_c40f7d74c741a907cfaeb73a7697081881c497d0_fair.c_changes_v296_v297.txt.txt,"The candidate commit fixes a vulnerability introduced by the previous fix. The previous fix (c40f7d74c741) reverted a patch that handled leaf_cfs_rq_list ordering, but this reversion exposed an issue where unthrottling a CFS parent would not properly add it back to the leaf_cfs_rq_list when one of its children was still in the list. This could lead to a scenario where tasks would be linked outside the rq->leaf_cfs_rq_list, potentially causing scheduler issues and resource management vulnerabilities. The candidate commit fixes this by ensuring proper parent-child ordering in the leaf_cfs_rq_list during unthrottling operations and properly handling decayed CFS parents. The vulnerability could have allowed tasks to bypass scheduling constraints and gain improper access to CPU resources.",fdaba61ef8a268d4136d0a113d153f7a89eb9984
linux,c50ac050811d6485616a193eb0f37bfbd191cc89,22.0,6.0,5.0,linux,https://github.com/torvalds/linux/commit/c50ac050811d6485616a193eb0f37bfbd191cc89,CWE-399,CVE-2012-2390,v3,5872_linux_linux_c50ac050811d6485616a193eb0f37bfbd191cc89_hugetlb.c_changes_v2_v3.txt.txt,"The previous fix (c50ac050811d) introduced a new vulnerability by adding a call to resv_map_put(vma) without checking if vma could be NULL. This introduced a potential NULL pointer dereference vulnerability when hugetlb_reserve_pages() is called with MAP_HUGETLB in semi-anonymous mode where no VMA exists. The future candidate commit directly fixes this vulnerability by adding a NULL check before calling resv_map_put(vma). This is confirmed by the bug report in the commit message showing a NULL pointer dereference crash, and the fix simply adds the necessary NULL pointer check. The vulnerability was a direct result of the previous fix's attempt to prevent resource leaks, making this a clear case where a security fix introduced a new security vulnerability.",4523e1458566a0e8ecfaff90f380dd23acc44d27
linux,c58d6c93680f28ac58984af61d0a7ebf4319c241,6.0,4.0,1.0,linux,https://github.com/torvalds/linux/commit/c58d6c93680f28ac58984af61d0a7ebf4319c241,CWE-125,CVE-2016-7917,v17,5920_linux_linux_c58d6c93680f28ac58984af61d0a7ebf4319c241_nfnetlink.c_changes_v16_v17.txt.txt,"The previous fix (linux_c58d6c93680f) addressed issues with batch message length validation but introduced a potential security vulnerability by accessing nlh->nlmsg_len before ensuring the buffer was large enough to safely read this field. The candidate commit specifically fixes this new issue by adding 'if (skb->len < NLMSG_HDRLEN)' check before accessing nlh->nlmsg_len. This ensures the buffer contains enough data to safely read the netlink header structure. Without this check, the previous fix could lead to use of uninitialized memory when processing very small packets (1-3 bytes), as noted in the candidate commit message. The fact that this was discovered through runtime instrumentation for uninitialized memory access confirms this was a real security concern introduced by the previous fix's incomplete input validation.",f55ce7b024090a51382ccab2730b96e2f7b4e9cf
linux,c9b92530a723ac5ef8e352885a1862b18f31b2f5,3.0,4.0,3.0,linux,https://github.com/torvalds/linux/commit/c9b92530a723ac5ef8e352885a1862b18f31b2f5,CWE-20,CVE-2015-7509,v18,5948_linux_linux_c9b92530a723ac5ef8e352885a1862b18f31b2f5_namei.c_changes_v17_v18.txt.txt,"The previous fix (c9b92530) changed ext4_orphan_del() to return immediately if there's no journal, without properly handling orphaned inodes. This introduced a vulnerability where mounting a filesystem with no journal but with orphaned inodes would cause an infinite loop in ext4_orphan_cleanup(), effectively creating a denial-of-service condition. The candidate commit fixes this vulnerability by adding an additional check for EXT4_ORPHAN_FS flag, ensuring orphaned inodes are properly handled even in no-journal mode. The commit message explicitly mentions this as a potential denial of service attack vector if a malicious user provides a specially crafted USB device, confirming this was a security issue introduced by the previous optimization for no-journal mode.",0e9a9a1ad619e7e987815d20262d36a2f95717ca
linux,cbdb967af3d54993f5814f1cee0ed311a055377d,6.0,14.0,5.0,linux,https://github.com/torvalds/linux/commit/cbdb967af3d54993f5814f1cee0ed311a055377d,CWE-399,CVE-2015-8104,v62,5965_linux_linux_cbdb967af3d54993f5814f1cee0ed311a055377d_svm.c_changes_v61_v62.txt.txt,"The previous fix (CVE-2015-8104) made SVM unconditionally intercept #DB exceptions by always setting DB_VECTOR interception. However, this fix introduced a new security vulnerability where the NMI singlestep debugging flags (TF and RF) would become visible to the guest and could be pushed onto the guest's stack during interrupt/exception injection, potentially exposing internal hypervisor state. The candidate commit fixes this by: 1) Adding proper tracking of guest's original RFLAGS via nmi_singlestep_guest_rflags, 2) Hiding the singlestep flags from the guest when they weren't set by the guest itself, 3) Properly disabling singlestep before event injection to prevent leaking modified flags onto the guest stack. This demonstrates that the previous security fix's unconditional #DB interception created a new information disclosure vulnerability that needed to be fixed.",c136b84393d4e340e1b53fc7f737dd5827b19ee5
linux,ccf7abb93af09ad0868ae9033d1ca8108bdaec82,33.0,58.0,23.0,linux,https://github.com/torvalds/linux/commit/ccf7abb93af09ad0868ae9033d1ca8108bdaec82,CWE-835,CVE-2017-6214,v472,6002_linux_linux_ccf7abb93af09ad0868ae9033d1ca8108bdaec82_tcp.c_changes_v471_v472.txt.txt,"The previous fix from commit ccf7abb93af addressed an infinite loop vulnerability in tcp_splice_read(), but in doing so introduced a race condition vulnerability. The original fix modified socket handling and process state transitions, but unintentionally created a scenario where multiple threads could manipulate the socket state in a problematic way. The future candidate commit specifically fixes this by addressing a race condition where one thread blocked in sk_wait_data() could allow another thread to call connect(AF_UNSPEC) and convert the socket into a TCP listener, leading to a potential divide-by-zero in tcp_rcv_space_adjust(). This race condition was a direct result of the changes made in the previous fix's handling of socket states and wait conditions. The new fix adds socket field tracking for blocked threads and prevents tcp_disconnect() when threads are waiting, directly addressing the vulnerability introduced by the previous fix's changes to socket state handling.",4faeee0cf8a5d88d63cdbc3bab124fb0e6aed08c
linux,ccfe8c3f7e52ae83155cb038753f4c75b774ca8a,59.0,115.0,6.0,linux,https://github.com/torvalds/linux/commit/ccfe8c3f7e52ae83155cb038753f4c75b774ca8a,CWE-119,CVE-2015-3331,v44,6022_linux_linux_ccfe8c3f7e52ae83155cb038753f4c75b774ca8a_aesni-intel_glue.c_changes_v43_v44.txt.txt,The previous fix from 2013 addressed memory safety issues in the GCM decryption operation but inadvertently introduced a new vulnerability by modifying the user-provided aead_request during crypto operations. The candidate commit explicitly fixes this vulnerability by converting the AES-NI implementations to use AEAD SIMD helpers rather than custom implementations. The commit message directly states it 'fixes the bug where the user-provided aead_request is modified.' Modifying user-provided request structures can lead to memory corruption and potential security issues if the same request structure is reused. The previous fix focused on buffer sizes and AAD offset calculations but introduced this new issue in how requests were handled. The candidate commit provides a cleaner implementation that maintains request integrity.,149e12252fb38937d3efa4419be1a87884ab1427
